Summe von Preis;;Jahr;;;;;;;;;;;;;;;;;;;;;;Weighted Prices: Price * Number of issues GoOs;;;;;;;;;;;;;;;;;;;;;
Estland;Other RES;47,45762712;46,94915254;46,44067797;45,93220339;45,42372881;44,91525424;44,40677966;43,89830508;43,38983051;42,88135593;42,37288136;42,20338983;42,03389831;41,86440678;41,69491525;41,52542373;41,3559322;41,18644068;40,33898305;39,23728814;38,13559322;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Estland;Solar;47,45762712;46,94915254;46,44067797;45,93220339;45,42372881;7,80194025;7,80194025;7,80194025;7,91775;7,91775;7,91775;7,91775;7,91775;7,91775;7,91775;7,91775;7,91775;7,91775;7,91775;7,91775;7,91775;;;0;0;0;0;0;16233,01861;17804,07365;19491,65164;21619,69993;23592,83929;25709,24334;27700,60154;29826,82246;32096,41396;34518,39755;37102,33847;39858,37749;42797,26456;45930,3944;49269,84406;52828,4127
Estland;Wind;1,10565;1,110105;1,12825125;1,12825125;1,12825125;1,12825125;1,12825125;1,13796;1,2554325;1,43629875;1,51459875;1,51459875;1,51459875;1,52712;1,87752;2,601072;2,77128;3,07668375;3,250808438;3,250808438;3,250808438;;;3690040,475;3850810,189;4158438,626;4403120,078;4647801,529;4892482,981;5110461,492;5374291,928;6171634,253;7338255,766;8030922,641;8240926,652;8450930,664;8732534,978;10996552,59;15595012,07;16999759,7;19299778,7;20842783,33;21293518,43;21744253,53
Finnland;Biomass;0,953800313;0,981225;1,038717422;1,053502734;1,088580938;1,13337;1,172892656;1,172892656;1,306738125;1,466221641;1,546152891;1,546152891;1,546152891;1,558935;1,559072813;1,693164375;1,693164375;2,051575313;2,26734375;2,692098281;3,116152266;;;6477481,368;7463522,008;8814513,502;9939307,589;10467358,54;11471754,31;12400728,18;12929661,29;14994431,34;17485671,35;19136165,11;19636564,83;20136964,55;20807974,2;21314394,81;23695566,04;24243544,82;30039421,18;33932536,74;41160589,36;48652640,96
Finnland;Geothermal;47,45762712;46,94915254;46,44067797;45,93220339;45,42372881;44,91525424;44,40677966;43,89830508;43,38983051;42,88135593;42,37288136;42,20338983;42,03389831;41,86440678;41,69491525;41,52542373;41,3559322;41,18644068;40,33898305;39,23728814;38,13559322;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Finnland;Hydro;0,276557143;0,32694375;0,346875;0,4411875;0,490415625;0,518442188;0,6307875;0,658757813;0,700875;0,700875;0,762521484;0,776097656;0,80955;0,80955;0,80955;0,931514063;1,047301172;1,104394922;1,104394922;1,11405;1,209403125;;;4007862,51;4871794,39;5491934,275;7396150,897;8678284,984;9657210,38;12273409,74;13364351,61;14800460,92;15382130,41;17367919,24;18139390,26;19403428,72;19885600,21;20367771,7;23991125,06;27596996,75;29759232,77;30417015,18;31346466,35;34749780,77
Finnland;Other RES;47,45762712;46,94915254;46,44067797;45,93220339;45,42372881;44,91525424;44,40677966;43,89830508;43,38983051;42,88135593;42,37288136;42,20338983;42,03389831;41,86440678;41,69491525;41,52542373;41,3559322;41,18644068;40,33898305;39,23728814;38,13559322;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Finnland;Solar;11,494143;11,494143;11,494143;11,494143;11,494143;11,494143;11,494143;11,494143;11,494143;11,494143;11,494143;11,494143;11,494143;11,494143;11,494143;11,494143;11,494143;11,494143;11,494143;11,494143;11,494143;;;17098,51106;19150,70624;21365,37467;23753,63317;26327,30408;29098,958;31915,19728;34940,31309;38188,15249;41673,42505;45411,75449;48929,20806;52684,8776;56693,79107;60971,8837;65536,05111;70404,20556;75595,33532;81129,56754;87028,23465;93313,94455
Finnland;Wind;1,24175625;1,265985;1,3354425;1,447700625;1,493415;1,675681875;1,767031875;1,767031875;1,767031875;1,767031875;1,78248;2,2212;2,86155;3,060534375;3,060534375;3,612009375;3,612009375;3,612009375;3,612009375;4,02134625;4,02134625;;;6251777,06;6483127,716;7266372,039;8340679,468;9082182,49;10727117,46;11815895,58;12319883,59;12823871,6;13327859,61;13952771,37;17841611,7;23570904,43;25836423,48;26462886,19;31970554,87;32709899,34;33449243,81;34188588,28;38886197,91;39709329,8
Frankreich;Biomass;2,04435;2,04435;2,04435;2,090845313;2,090845313;2,212;2,212;2,212;2,489159531;2,489159531;2,489159531;2,489159531;2,525807813;2,63214;2,790375;2,898817031;3,384650391;3,384650391;3,384650391;3,668135625;3,678117188;;;8496680,587;9516468,035;10616992,53;12072235,44;12213117,23;13601020,46;14206997,06;14812973,66;17350916,36;18032820,71;18714725,06;19204104,36;19983433,88;21342192,12;23173809,2;24644330,05;29440085,17;30105521,77;30770958,37;34069385,91;34885227,37
Frankreich;Geothermal;19,90332;19,90332;19,90332;19,90332;19,90332;19,90332;19,90332;19,90332;19,90332;19,90332;19,90332;19,90332;19,90332;19,90332;19,90332;19,90332;19,90332;19,90332;19,90332;19,90332;19,90332;;;52229,3568;58498,02159;65262,97948;72558,1881;80419,76013;88886,0939;97488,61874;106729,1808;116650,0776;127296,2411;138715,3957;149459,8598;160931,9817;173177,6662;186245,5893;200187,3604;215057,6947;230914,594;247819,539;265837,6921;285038,1116
